word,translation,tag
cartoon,"n. 卡通画, 漫画\nv. 画漫画",cet6
cartridge,"n. 弹药筒, 弹药, 一卷软片, 墨粉鼓\n[计] 盒式磁带机",cet6
carve,"v. 雕刻, 切开",cet6
cassette,"n. 盒式磁带, 珠宝箱, 暗盒\n[计] 字盒",cet6
cast,"n. 演员阵容, 投掷, 铸件, 预测, 特性\nvt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算\nvi. 投, 计算, 浇铸成型",cet6
castle,"n. 城堡, 象棋中的车\nvt. 置于城堡中, 盘踞于",cet6
casual,"a. 偶然的, 不经意的, 便装的\nn. 临时工, 待命士兵",cet6
casualty,"n. 意外事故, 伤亡, 受害者\n[化] 事故",cet6
catalog,"n. 目录, 大学概况手册\nvt. 编目录\n[计] 目录; 编目",cet6
catalogue,"n. 目录, 大学情况一览\nvt. 编入目录",cet6
catalyst,"n. 触媒, 接触剂, 催化剂, 刺激因素, 促进因素\n[计] 催化剂",cet6
catastrophe,"n. 大灾难, 大祸\n[化] 突变",cet6
category,"n. 种类, 类项\n[计] 分类",cet6
cater,"v. 提供饮食及服务, 投合, 迎合",cet6
cathedral,n. 大教堂,cet6
catholic,"n. 天主教徒\na. 天主教的, 普遍的, 广泛的, 宽宏大量的",cet6
cattle,"n. 牛, 家畜\n[法] 家畜",cet6
causal,"a. 原因的, 因果关系的, 表示原因或理由的\nn. 表示原因的连词",cet6
cause,"n. 原因, 目标\nvt. 引起, 使产生, 使遭受",cet6
caution,"n. 小心, 慎重, 警示\nvt. 警告\n[计] 警告",cet6
cautious,"a. 谨慎的, 小心的",cet6
cave,"n. 洞, 穴\nvi. 凹陷, 塌落\nvt. 挖洞, 使凹陷, 损坏...的基础",cet6
cavity,"n. 洞, 空穴, 腔\n[化] 空穴",cet6
cease,"n. 停止\nv. 停止, 终了",cet6
ceiling,"n. 天花板\n[经] 顶点, 顶线, 上限",cet6
celebrate,"v. 庆祝, 祝贺, 举行",cet6
cell,"n. 单元, 细胞, 电池\n[计] 单元",cet6
cellar,"n. 地窖, 地下室, 藏酒",cet6
cement,"n. 水泥, 胶结剂\nvt. 胶合, 用水泥涂\nvi. 黏牢",cet6
censor,"n. 检查员\nvt. 检查, 审查, 删改",cet6
cent,n. 分\n[经] 美分,cet6
centigrade,"a. 百分度的, 摄氏的\n[医] 百分度",cet6
centimetre,"n. 厘米, 公分",cet6
central,"a. 中央的, 重要的\n[医] 中央的, 中心的, 中枢的",cet6
centralize,"vt. 集聚, 集中, 施行中央集权\nvi. 集中",cet6
centre,"n. 中心, 中心点, 中锋\na. 中央的, 位在正中的\nvt. 集中, 定中心\nvi. 居中",cet6
century,"n. 世纪, 百年",cet6
ceramic,a. 陶瓷的\nn. 陶瓷制品,cet6
cereal,"n. 谷类食品, 谷类植物\na. 谷类的",cet6
ceremony,"n. 典礼, 仪式, 礼节\n[法] 典礼, 仪式",cet6
certainty,"n. 确定, 确实的事情\n[法] 确定, 肯定, 必然的事",cet6
certificate,"n. 证书, 证明书\nvt. 发给证明书, 用证书批准, 用证书证明",cet6
chain,"n. 链, 枷锁, 束缚\nvt. 用铁练锁住, 束缚, 囚禁",cet6
chairman,"n. 主席, 会长\n[经] 主席",cet6
chalk,"n. 粉笔, 白垩\nvt. 用粉笔写, 记录",cet6
challenge,"n. 挑战, 盘问\nvt. 向...挑战, 要求, 怀疑\nvi. 挑战, 对(证据等)表示异议",cet6
chamber,"n. 室, 房间, 枪膛\nvt. 装(弹药), 把...关在室内\na. 室内的",cet6
champion,"n. 冠军, 拥护者, 战士\nvt. 保卫, 拥护\na. 优胜的",cet6
channel,"n. 海峡, 航道, 频道\nvt. 引导, 在...上挖沟, 形成河道\n[计] 信道, 通道",cet6
chaos,"n. 大混乱, 混沌\n[化] 混沌; 浑沌",cet6
chapter,"n. 章, 篇, 重要章节\n[计] 章; 段",cet6
character,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符",cet6
characteristic,"n. 特性, 特征, 特色\na. 特性的, 特有的, 有特色的\n[计] 阶; 指数",cet6
characterize,"vt. 描绘...的特性, 刻划...的性格",cet6
charcoal,n. 木炭\n[化] 木炭,cet6
charge,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令\nvt. 控诉, 加罪于, 使充满, 使充电, 使承担\nvi. 冲锋, 要价, 收费",cet6
charity,"n. 慈悲, 博爱, 慈善团体, 施舍\n[法] 宽大, 宽恕, 慈善机关",cet6
charm,"n. 吸引力, 魔力, 符咒\nvt. 迷住, 使陶醉, 行魔法\nvi. 用符咒, 有魅力",cet6
charming,"a. 迷人的, 有吸引力的",cet6
chart,"n. 图表, 海图\nvt. 制成图表\n[计] 图表",cet6
charter,"n. 特许状, 执照, 宪章\nvt. 特许, 发给特许执照",cet6
chase,"n. 追求, 狩猎, 追逐\nvt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石\nvi. 追赶, 奔跑",cet6
chasm,"n. 陷窟, 裂口",cet6
chatter,"n. 饶舌, 啁啾, 喋喋不休\nvi. 喋喋不休地谈, (鸟)啭鸣",cet6
cheat,"n. 欺骗, 作弊, 骗子\nv. 欺骗, 逃脱, 骗取",cet6
cheek,"n. 颊, 厚颜, 脸蛋\n[医] 颊",cet6
cheer,"n. 愉快, 振奋, 欢呼\nvi. 欢呼, 喝彩, 快活起来\nvt. 使振奋, 欢呼",cet6
cheerful,"a. 快活的, 高兴的, 兴高采烈的",cet6
chemical,"n. 化学药品\na. 化学的, 化学上用的",cet6
chemist,"n. 化学家, 药剂师\n[化] 化学家; 化学师; 化学工作者; 药剂师; 药房",cet6
chemistry,"n. 化学, 化学过程\n[化] 化学",cet6
cheque,n. 支票,cet6
cherish,"vt. 珍爱, 怀有, 爱护",cet6
chess,n. 国际象棋\n[建] 雀麦,cet6
chest,"n. 胸, 胸部, 衣柜, 箱子\n[医] 胸, 胸廓",cet6
chestnut,"n. 栗子, 栗树, 栗色\na. 栗色的",cet6
chew,"vt. 咀嚼, 嚼碎\nvi. 咀嚼, 细想\nn. 咀嚼, 咀嚼物",cet6
chicken,"n. 小鸡, 鸡肉",cet6
chill,"n. 寒冷, 寒意, 失意\na. 寒冷的, 冷漠的\nvt. 使寒心, 冷冻\nvi. 变冷",cet6
chimney,"n. 烟囱, 灯罩\n[电] 烟囱",cet6
chin,"n. 下巴, 颏\n[医] 颏",cet6
chip,"n. 屑片, 薄片, 碎片\nvt. 削, 切, 削成碎片, 使摔倒, 凿\nvi. 削下屑片\n[计] 孔屑; 组件; 晶片; 芯片",cet6
choice,"n. 选择, 精选品, 选择权\na. 精选的, 挑三拣四的, 上等的\n[计] DOS内部命令:在批处理文件中\n该命令用于提示用户作出选择, 决定批处理文件的流程",cet6
choke,"vt. 窒息, 阻塞, 噎, 抑制\nvi. 窒息, 阻塞, 噎\nn. 窒息, 噎, 阻气门",cet6
chop,"n. 肋条肉, 排骨, 砍, 戳记, 商标\nvt. 剁碎, 砍, 切击, 割断\nvi. 砍, 突然转向",cet6
chord,"n. 弦, 和音\n[医] 索, 带",cet6
chorus,"n. 合唱队, 齐声\nv. 齐声说道, 合唱",cet6
christ,"n. 基督, 救世主",cet6
christian,"n. 基督徒, 正派人\na. 基督的, 基督教的",cet6
chronic,"a. 慢性的, 习惯性的\nn. 慢性病患者",cet6
chronicle,"n. 年代记, 记录, 编年史\nvt. 把...载入编年史",cet6
cigar,n. 雪茄,cet6
cigaret,"n. 纸烟, 卷烟, 香烟",cet6
circle,"n. 圆周, 社交圈, 循环, 范围\nvt. 围着, 环绕\nvi. 盘旋, 循环",cet6
circuit,"n. 电路, 环(行)道, 巡回\n[计] 线路; 电路",cet6
circular,"a. 圆形的, 循环的, 间接的\n[医] 环状的, 循环的",cet6
circulate,"v. (使)流通, (使)循环, (使)传播",cet6
circulation,"n. 流通, 循环, 发行量\n[化] 环流",cet6
circumference,"n. 圆周, 周缘, 胸围\n[医] 周缘, 环状面",cet6
circumstance,"n. 环境, 状况, 事件",cet6
circus,"n. 马戏团, 马戏, 竞技场",cet6
cite,"vt. 引用, 引证, 表彰\n[建] 引证, 指引",cet6
citizen,"n. 市民, 公民\n[法] 公民, 国民, 市民",cet6
civil,"a. 市民的, 公民的, 有礼貌的\n[法] 公民的, 国民的, 民用的",cet6
civilian,"n. 平民, 民法专家\na. 平民的, 百姓的, 民用的",cet6
civilization,"n. 文明, 教化\n[法] 文明, 文化, 文明国家的总称",cet6
civilize,"vt. 使开化, 使文明\nvi. 变文明",cet6
claim,"n. 要求, 要求权, 断言, 权利\nvt. 要求, 认领, 主张\nvi. 提出要求, 主张, 断言",cet6
clamp,"n. 夹钳\nvt. 夹紧, 强加",cet6
clap,"n. 拍手, 拍手声, 霹雳声, 花柳病\nv. 鼓掌, (使)啪地关上",cet6
clarify,"vi. 澄清, 阐明\nvt. 使明晰",cet6
clash,"n. 冲突, 撞击声, 抵触\nvi. 冲突, 抵触\nvt. 使发出撞击声\n[计] 对撞",cet6
clasp,"n. 扣子, 钩, 紧握\nv. 扣紧, 紧握",cet6
classic,"n. 古典作品, 杰作, 大艺术家\na. 第一流的, 最优秀的, 古典的",cet6
classical,"a. 古典的, 正统派的, 经典的\n[医] 古典的; 标准的, 典型的",cet6
classification,"n. 分类, 分级\n[化] 分级; 分粒; 分类",cet6
classify,"vt. 分类, 归类, 分等\n[建] 分类, 分级, 分粒",cet6
clatter,"n. 咔嗒声, 哗啦声, 嘈杂的谈笑声\nvi. 发出哗啦声, 喧闹的谈笑\nvt. 使咔嗒咔嗒地响",cet6
claw,"n. 爪, 螯, 抓伤\nv. 用爪抓, 挖, 搜刮",cet6
clay,"n. 泥土, 肉体, 黏土\n[化] 粘土",cet6
cleanliness,"n. 清洁, 干净",cet6
clearing,"n. 清扫, 空地, 票据清算\n[经] 票据交换, 结算, 结帐",cet6
client,"n. 客户, 顾客, 委托人\n[计] 客户, 客户机, 客户机程序",cet6
cliff,"n. 悬崖, 绝壁",cet6
climax,"n. 高潮, 极点, 层进法\nv. (使)达到顶点, (使)达到高潮",cet6
climb,"v. 攀登, 上升, 爬\nn. 攀登, 爬升",cet6
cling,"vi. 粘紧, 附着, 紧贴, 坚持",cet6
clinic,"n. 诊所, 临床教学\n[医] 诊所(门诊部); 临床(讲解); 临床(学)科",cet6
clinical,"a. 临床的, 门诊部的\n[医] 临床的, 临证的",cet6
clip,"n. 修剪, 夹子, 回形针, 剪下来的东西\nvt. 修剪, 痛打, 夹牢, 剪报\nvi. 剪报",cet6
cloak,"n. 斗蓬, 大氅, 掩护\nvt. 遮掩, 隐匿, 使披斗蓬",cet6
clockwise,a. 顺时针方向的\nadv. 顺时针方向地,cet6
closet,"n. 壁橱, 小室\na. 秘密的, 空谈的\nvt. 把...关入小室",cet6
clown,"n. 小丑, 乡下人",cet6
clue,"n. 线索, 暗示\nvt. 暗示, 提供线索",cet6
clumsy,"a. 笨拙的, 不雅观的, 粗陋的",cet6
cluster,"n. 串, 丛, 群, 簇\nvi. 成串, 丛生\nvt. 使聚集\n[计] 簇",cet6
clutch,"n. 抓紧, 掌握, 离合器, 一窝小鸡\nvt. 抓住, 踩汽车离合器踏板\nvi. 抓\n[计] 联轴器; 离合器",cet6
coach,"n. 四轮大马车, 教练\nvt. 训练, 指导\nvi. 坐马车旅行, 作指导",cet6
coal,"n. 煤, 木炭\nv. 加煤",cet6
coalition,"n. 结合体, 结合, 联合\n[经] 联合, 联盟",cet6
coarse,"a. 粗糙的, 下等的, 粗俗的\n[计] 粗略的",cet6
coast,"n. 海岸, 滑坡\nv. 沿海岸而行",cet6
coastal,"a. 海岸的, 沿海的, 沿岸的\n[法] 海岸的, 沿海的",cet6
cock,"n. 公鸡, 雄禽, 龙头, 头目, 锥形小干草堆\nvt. 使耸立, 使竖起, 堆成锥形小干草堆\nvi. 大摇大摆地走, 翘起",cet6
coefficient,n. 系数\n[计] 系数,cet6
coffin,"n. 棺材, 灵柩\nvt. 把...装进棺材",cet6
cognitive,"a. 认知的, 认识的",cet6
coherent,"a. 互相耦合的, 清晰的, 明了的，凝聚性的, 连贯的",cet6
coil,"n. 线圈, 盘绕, 骚动, 卷\nvt. 盘绕, 卷",cet6
coin,"n. 硬币, 金钱, 货币\nvt. 铸币, 创造, 杜撰",cet6
coincide,"vi. 一致, 符合\n[化] 重合",cet6
coincidence,"n. 巧合, 同时发生\n[电] 符合计数器",cet6
collaborate,"vi. 合作, 勾结\n[法] 合作, 合著, 通敌",cet6
collaboration,"n. 合作, 勾结\n[法] 通敌卖国者, 奸细",cet6
collapse,"n. 崩溃, 倒塌, 虚脱\nvi. 倒塌, 崩溃, 瓦解\nvt. 使倒塌, 折叠\n[计] 折叠",cet6
collar,"n. 衣领, 颈圈\nvt. 控制, 扭住衣领, 给...装上领子",cet6
colleague,"n. 同事, 同僚",cet6
collect,"v. 收集, 聚集, 集中, 搜集\na. 由收到者付款的\nadv. 由收到者付款地",cet6
collection,"n. 收集, 采集, (一批)收藏品, 募捐\n[医] 收集; 收集品, 标本",cet6
collective,"a. 集体的, 聚集的, 共同的\n[医] 集体的, 集合的",cet6
collide,"vi. 碰撞, 互撞, 抵触",cet6
collision,"n. 碰撞, 冲突, 抵触\n[计] 冲突",cet6
colonel,"n. 陆军上校, 长官",cet6
colonial,"a. 殖民的, 殖民地的\n[法] 殖民地居民",cet6
colonist,"n. 殖民地居民, 移民",cet6
colony,"n. 殖民地, 移民队\n[医] 菌(集)落, 菌丛; 移民区",cet6
column,"n. 专栏, 圆柱, 纵队, 列, 柱形物\n[计] 列, 柱形图",cet6
comb,"n. 头梳, 鸡冠\nvt. 梳头发, 梳毛\nvi. (浪)涌起",cet6
combat,"n. 争斗, 战斗\nvi. 战斗, 争斗\nvt. 与...战斗, 与...斗争",cet6
combination,"n. 组合, 合并, 联合\n[计] 组合图",cet6
combine,"v. (使)联合, (使)结合\nn. (企业的)联合, 联合收割机",cet6
combustion,"n. 燃烧, 骚动\n[化] 燃烧",cet6
comedy,"n. 喜剧, 有趣的事情",cet6
comfort,"n. 舒适, 安慰, 安慰者\nvt. 安慰",cet6
comfortable,"a. 舒服的, 轻松的\nn. 盖被",cet6
command,"n. 命令, 指挥, 控制, 部队, 司令部\nv. 命令, 指挥, 控制\n[计] 命令; 指令; DOS外部命令:启动新的命令处理器",cet6
commander,"n. 司令官, 指挥官",cet6
commence,"v. (使)开始, 得学位",cet6
commend,"vt. 嘉奖, 委托给, 推荐",cet6
comment,"n. 注解, 批评, 评论, 备注\nvi. 评论, 注解\n[计] 备注",cet6
commentary,"n. 注释, 评论, 说明\n[法] 注释, 评注, 评论",cet6
commerce,"n. 商业, 商务, 贸易\n[经] 商业, 贸易, 商务",cet6
commercial,"a. 商业的, 商用的, 商品化的\nn. 商业广告节目",cet6
commission,"n. 委任状, 任官令, 所委职责, 佣金, 犯, 委托, 所托之事\nvt. 委任, 委托制作, 使服役",cet6
commit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务\n[法] 犯, 做, 把...交托给",cet6
commitment,"n. 委托, 交押, 承担义务, 赞助\n[医] 院禁",cet6
committee,n. 委员会\n[经] 委员会,cet6
commodity,"n. 农产品, 商品, 有用的物品\n[经] 商品, 货物, 日用品",cet6
common,"a. 通常的, 共同的, 通俗的, 公共的\n[计] 公用块",cet6
commonly,"adv. 一般, 普通, 通常",cet6
commonplace,"n. 寻常事, 老生常谈, 普通的东西\na. 平凡的, 普通的",cet6
commonsense,"a. 有常识的, 一望而知的, 明明白白的",cet6
commonwealth,n. 共和国；联邦；国民整体,cet6
communicate,"vt. 显露, 传达, 感染\nvi. 通讯",cet6
communication,"n. 交流, 交通, 通讯\n[计] 通信",cet6
communism,n. 共产主义,cet6
communist,"n. 共产主义者, 共产党员\n[法] 共产主义的, 共产党的",cet6
community,"n. 社区, 公众, 共有, 共同体\n[经] 公众, 共有, 社会",cet6
commute,"vt. 交换, 折偿, 减轻\nvi. 代偿, 经常乘车来往",cet6
compact,"a. 紧凑的, 紧密的, 简洁的\nvt. 使紧密结合, 压缩\nvi. 变坚实",cet6
companion,"n. 朋友, 陪伴, 指南, 升降口围罩\nvt. 陪伴",cet6
comparable,"a. 可比较的, 比得上的",cet6
comparative,"a. 比较的, 相对的\nn. 对手",cet6
compare,"vt. 比较, 比喻, 对照\nvi. 相比\nn. 比较\n[计] 比较",cet6
compass,"n. 指南针, 范围, 音域\nvt. 包围, 达到, 图谋, 理解",cet6
compatibility,n. 兼容性\n[计] 兼容性,cet6
compatible,"a. 能共处的, 可并立的, 适合的\n[计] 相容的; 兼容的",cet6
compatriot,"n. 同国人\na. 同国的, 同胞的",cet6
compel,"vt. 强迫, 迫使",cet6
compensate,"v. 偿还, 补偿, 付报酬",cet6
compensation,"n. 补偿, 赔偿金, 工资\n[医] 代偿(机能), 补偿",cet6
compete,"vi. 竞争, 对抗",cet6
competence,"n. 胜任, 职称, 能力\n[医] 能力, 活性",cet6
competent,"a. 能干的, 胜任的, 有效的, 足够的\n[经] 有权的, 授权的, 胜任的",cet6
competition,"n. 竞争, 竞赛\n[经] 竞争, 竞销, 比赛",cet6
competitive,a. 竞争的\n[经] 竞争的,cet6
competitor,"n. 竞争者\n[经] 竞争者, 竞争对手",cet6
compile,"vt. 编译, 编辑, 编纂, 收集\n[计] 编译",cet6
complain,"v. 抱怨, 抗议, 控诉",cet6
complaint,"n. 诉苦, 抱怨, 控诉\n[医] 陈诉; 病",cet6
complement,"n. 补足物, 补语, 补数\nvt. 补充, 补足\n[计] 补码; 反相器; 补数",cet6
complete,"a. 完全的, 十足的, 完成的\nvt. 完成, 完工, 使圆满",cet6
completely,"adv. 完全地, 十分地, 圆满地",cet6
completion,"n. 完成\n[经] 完井, 结束, 完工",cet6
complex,"n. 综合体, 情结, 络合物\na. 复杂的, 组合的",cet6
complexity,"n. 复杂, 复杂性, 复杂的事物",cet6
complicate,"vt. 弄复杂, 使错综, 使恶化\nvi. 变复杂",cet6
complicated,a. 复杂的\n[医] 并发的,cet6
complication,"n. 复杂化, 复杂情况\n[医] 并发症, 并发病",cet6
compliment,"n. 称赞, 恭维, 敬意\nvt. 称赞, 褒扬, 恭维",cet6
comply,"vi. 顺从, 依从\n[法] 遵守, 承诺, 照做",cet6
component,"n. 元件, 组件, 成分\na. 组成的, 构成的\n[计] 组件",cet6
compose,"vt. 组成, 写作, 作曲, 使平静\nvi. 创作, 排字\n[计] 编写",cet6
composer,"n. 作曲家, 作家, 调停者",cet6
composite,"a. 合成的, 混合成的, 菊科的\nn. 合成物, 复合材料, 菊科",cet6
composition,"n. 作文, 创作, 组成\n[化] 成分; 组成",cet6
compound,"n. 混合物, 复合词, 化合物, 院子\na. 复合的, 混合的, 化合的\nvi. 化合, 和解, 妥协\nvt. 使复合, 使化合",cet6
comprehend,"vt. 理解, 包括",cet6
comprehension,"n. 理解, 包含",cet6
comprehensive,"a. 广泛的, 有理解力的, 综合的\n[经] 广泛的, 综合的, 全面的",cet6
compress,"vt. 压缩, 压紧\nvi. 受压缩小\n[计] 压缩程序",cet6
compression,"n. 压缩, 压紧\n[计] 压缩",cet6
comprise,"vt. 包含, 构成",cet6
compromise,"n. 妥协, 折中, 折中方案, 和解\nvi. 妥协处理\nvt. 危害",cet6
compulsory,"a. 被强制的, 强迫的, 义务的\n[经] 强迫的, 强制的",cet6
compute,"v. 计算, 估算\nn. 计算, 估算",cet6
comrade,"n. 同志, 伙伴",cet6
conceal,"vt. 隐藏, 掩盖, 隐瞒\n[法] 隐瞒, 隐匿, 保守秘密",cet6
concede,"vt. 承认, 退让\nvi. 让步",cet6
conceit,"n. 自负, 空想, 狂妄",cet6
conceive,"vt. 构思, 认为\nvi. 怀孕",cet6
concentrate,"n. 浓缩, 精选\nv. 集中, 专心",cet6
concentrated,"a. 集中的, 浓缩的\n[建] 浓的",cet6
concentration,"n. 集中, 专心\n[化] 浓度; 浓缩",cet6
concept,"n. 观念, 概念\n[医] 概念",cet6
conception,"n. 观念, 概念\n[医] 妊娠, 受孕; 概念",cet6
concern,"n. 关心, 忧虑\nvt. 与...有关, 使担心, 使挂念",cet6
concerning,prep. 关于\n[法] 关于,cet6
concert,"n. 音乐会, 和声, 一致\nvt. 协力, 协调\nvi. 协力\n[计] 美国北卡罗来纳州Internet网",cet6
concession,"n. 特许, 让步, 认可\n[经] 核准, 许可, 特殊(权)",cet6
concise,"a. 简洁的, 简明的",cet6
conclude,"vt. 结束, 作结论, 推断\nvi. 结束, 推断",cet6
conclusion,"n. 结论, 结尾, 推论\n[法] 缔结, 结论, 推论",cet6
concrete,"n. 凝结物, 混凝土\na. 具体的, 实在的, 混凝土的\nv. (使)凝结, 用混凝土浇筑",cet6
condemn,"vt. 判刑, 责备, 谴责\n[法] 定罪, 判刑, 宣告有罪",cet6
condense,"vt. 使浓缩, 使压缩, 缩短\nvi. 浓缩, 凝结",cet6
condition,"n. 情况, 条件\nvt. 使健康, 以...为条件, 决定, 使适应\n[计] 条件",cet6
conduct,"n. 行为, 举动, 指导\nvt. 为人, 指挥, 管理, 实施\nvi. 领导, 传导, 指挥",cet6
conductor,"n. 领导者, 指挥者, 售票员, 向导\n[化] 导体",cet6
confer,"vt. 授予, 带来\nvi. 协商",cet6
conference,"n. 会议\n[经] 会议, 讨论会, 协商会",cet6
confess,"v. 承认, 坦白, 忏悔, 供认",cet6
confidence,n. 信心\n[电] 可靠,cet6
confident,"a. 有信心的, 有把握的",cet6
confidential,"a. 机密的, 获他人信赖的, 易于信任他人的\n[经] 秘密件",cet6
configuration,"n. 结构, 表面配置, 外形, 配置\n[计] 配置",cet6
confine,"vt. 限制, 使不外出, 禁闭\nvi. 邻接, 交界\nn. 边缘, 范围, 区域",cet6
confirm,"vt. 证实, 确定, 批准, 使巩固\n[计] 确认",cet6
confirmation,"n. 证实, 证明, 批准, 确认\n[计] 确认",cet6
conflict,"n. 战斗, 冲突, 矛盾, 争执\nvi. 争执, 战斗, 冲突, 抵触\n[计] 冲突",cet6
conform,"vt. 使一致, 使遵守, 使符合\nvi. 一致, 符合, 适应",cet6
conformity,"n. 遵照, 适合, 一致, 相似\n[计] 符合度",cet6
confront,"vt. 使面对, 对抗, 遭遇, 使对质, 比较\n[法] 对证, 使对质, 比较",cet6
confrontation,n. 对抗；对质；面对,cet6
confuse,"vt. 使混乱, 使狼狈, 使困惑\n[法] 混淆",cet6
confusion,"n. 混乱, 混淆, 无秩序\n[计] 含混",cet6
congest,"vt. 使充满, 使拥塞, 使充血\nvi. 充塞, 充血, 拥挤",cet6
congratulate,"vt. 祝贺, 庆贺",cet6
congratulation,"n. 祝贺, 恭喜",cet6
congress,"n. 国会, 会议, 讨论会\n[医] 会议, 会合",cet6
conjunction,"n. 连接词, 联合, 结合\n[计] 合取",cet6
connect,"v. 连接, 联合, 联系",cet6
connection,"n. 连接, 关系, 前后关系\n[计] 连接",cet6
conquer,"vt. 克服, 征服, 战胜\nvi. 得胜",cet6
conqueror,"n. 征服者, 胜利者",cet6
conquest,"n. 战胜, 征服, 战利品\n[法] 征服, 赢得, 获得",cet6
conscience,"n. 良心\n[法] 良心, 道德感, 正义感",cet6
conscious,"a. 有意识的, 知觉的, 觉察的\n[医] 有意识的, 清醒的",cet6
consciousness,"n. 意识, 知觉, 自觉\n[医] (有)意识, 清醒",cet6
consecutive,"a. 连续的, 联贯的\n[计] 连续的; 连接的",cet6
consensus,"n. 合意, 一致, 同感\n[计] 合意",cet6
consent,"n. 同意, 许可\nvi. 同意, 赞同",cet6
consequence,"n. 结果, 重要性\n[法] 结果, 后果, 推断",cet6
consequent,"n. 随后发生的事情, 结果\na. 作为结果的, 合乎逻辑的",cet6
consequently,adv. 所以,cet6
conservation,"n. 保护, 保存\n[医] 保存",cet6
conservative,"a. 保守的, 守旧的, 有保存力的\n[化] 防腐剂; 保存剂",cet6
conserve,"n. 蜜饯, 果酱\nvt. 保存, 使(能量等)守恒",cet6
consider,"v. 考虑, 思考, 认为",cet6
considerable,"a. 相当的, 可观的, 重要的",cet6
considerate,"a. 体贴的, 体谅的, 考虑周到的",cet6
consideration,"n. 考虑, 原因\n[法] 考虑, 思考, 报酬",cet6
